basis,start_date,end_date,n_days,total_modeled_pnl,mean_day_modeled_pnl,median_day_modeled_pnl,daily_modeled_pnl_stdev,win_days,loss_days,win_rate,avg_win_modeled_pnl,avg_loss_modeled_pnl,payoff_ratio,profit_factor,best_day_modeled_pnl,worst_day_modeled_pnl,modeled_pnl_var_5,modeled_pnl_es_5,worst_to_mean_modeled_pnl_ratio,es5_to_mean_modeled_pnl_ratio,max_modeled_pnl_drawdown,max_drawdown_duration_days,top_1_day_share,top_5_day_share,top_10_day_share,largest_month,largest_month_modeled_pnl,largest_month_share,modeled_pnl_mean_to_stdev,modeled_pnl_mean_to_downside_deviation,proof_id
settled,2026-02-01,2026-08-28,208,384558.15,1848.84,2857.30,15190.17,144,64,0.692308,8186.34,-12410.54,0.659628,1.484163,59770.02,-102171.13,-23037.19,-40169.20,55.262371,21.726738,-163330.86,37,0.155425,0.503846,0.876664,2026-03,140889.02,0.366366,0.121713,0.162390,1ac4bb986570ee75f866336fa570789e373d70c8fc75b9f4211c98c6b6c66728
